@relation training_data

@attribute text string
@attribute emojis string
@attribute emotion {positive,neutral,negative}

@data
'makes_VBZ pointless_JJ &_CC new_JJ','',negative
'like_IN that_WDT call_VB for_IN informed_VBD on_IN','',positive
'many_JJ of_IN that_WDT did_VBD not_RB launch_VB','',neutral
'senior_JJ buy_VBP into_IN \"_\'\' \"_\'\' pulled_VBN from_IN by_IN serial_JJ','',positive
'local_JJ gets_VBZ in_IN on_IN ,_, if_IN only_RB was_VBD as_IN easy_JJ as_IN buying_VBG','',negative
'why_WRB would_MD say_VBP so_RB derogatory_JJ','',neutral
'\'_\'\' are_VBP lucky_JJ have_VB baddest_JJS of_IN badass_JJ representing_VBG go_VBP get_VB','',positive
'hey_UH ,_, thought_VBD were_VBD not_RB going_VBG pander_VB of_IN and_CC','',neutral
just_RB,'',negative
'how_WRB learned_VBN dodge_VB','',negative
'may_MD have_VB been_VBN but_CC was_VBD by_IN','',neutral
'-_: need_VBP stop_VB of_IN of_IN civil_JJ','',neutral
'and_CC speak_VB at_IN in_IN ,_,','',positive
'ready_JJ for_IN in_IN','',positive
'got_VBD coolest_JJS ,_, thanks_UH only_RB left_VBD','',positive
'look_VB at_IN talking_VBG in_IN not_RB honorable_JJ in_IN in_IN though_RB','',positive
'do_VB not_RB understand_VB why_WRB keeps_VBZ using_VBG cheesy_JJ how_WRB do_VBP &_CC prime-ministership_JJ','',negative
'most_JJS important_JJ for_IN \'_\'\' in_IN \'_\'\' :_:','',negative
'great_JJ not_RB sure_JJ where_WRB is_VBZ .._:','',neutral
':_: is_VBZ hampering_VBG','',positive
'canadian_JJ is_VBZ so_RB much_JJ fun_JJ','',positive
'why_WRB am_VBP of_IN bc_IN cares_VBZ about_IN for_IN across_IN','',positive
'offering_VBG for_IN','',positive
'make_VB great_JJ','',positive
'recycle_VB is_VBZ too_RB good_JJ for_IN straight_JJ can_MD ,_,','',positive
'wee_JJ did_VBD not_RB pee_VB on_IN','',negative
'\'_\'\' \'_\'\' started_VBD with_IN &_CC :_:','',neutral
'walking_VBG across_IN raising_VBG for_IN need_VBP on_IN','',positive
'vote_VBP yes_UH','',positive
'..._: :_: how_WRB during_IN |_:','',positive
'up_RP now_RB ,_, talking_VBG about_IN of_IN affordable_JJ and_CC','',positive
'have_VBP up_RP for_IN','',positive
'saw_VBD walking_VBG about_IN be_VB feeling_VBG in_IN','',neutral
'here\'s_RB last_JJ sign_VB up_RP on_IN receive_VB earlier_RBR','',positive
':_: at_IN ,_, we\'re_VBD on_IN toward_IN','',positive
'and_CC then_RB and_CC now_RB','',neutral
'just_RB arrived_VBD for_IN of_IN fun_JJ &_CC with_IN','',positive
'bcuz_IN if_IN had_VBD would_MD cancel_VB','',neutral
'um_UH ,_, is_VBZ scary_JJ','',negative
'talking_VBG call_VBP \'_\'\' \'_\'\' at_IN least_JJS try_VB be_VB original_JJ','',neutral
'new_JJ conservative_JJ','',neutral
supports_VBZ,'',positive
'not_RB attend_VB ,_, talk_VB','',positive
'in_IN between_IN calls_VBZ ,_, ,_, ,_, is_VBZ out_RP in_IN massive_JJ','',positive
'can_MD use_VB see_VB changing_VBG on_IN still_RB relevant_JJ','',neutral
'with_IN coolest_JJS','',positive
'gets_VBZ down_RP at_IN in_IN','',negative
'only_JJ for_IN stronger_JJR and_CC','',positive
'“_\'\' :_: put_VB on_IN leave_VB over_IN \'_\'\' \'_\'\'','',negative
'pay_VB who\'s_VB engaging_JJ w_IN between_IN elxns_VBZ b/c_IN shows_VBZ true_JJ see_VB attach_VB :_:','',positive
'huge_JJ as_IN chatted_VBD w/_IN ,_,','',positive
'calls_VBZ ,_,','',neutral
'ouch_UH painful_JJ see_VB as_IN for_IN','',negative
'conservative_JJ of_IN ,_, for_IN with_IN','',negative
'great_JJ meet_VB in_IN','',positive
'followed_VBD ends_VBZ at_IN in_IN ,_, is_VBZ new_JJ','',neutral
'angry_JJ reminded_VBD local_JJ ask_VB first_JJ before_IN putting_VBG up_RP','',negative
'waiting_VBG for_IN at_IN in_IN','',neutral
'know_VB what_WP gets_VBZ angry_JJ of_IN ,_, primarily_RB in_IN help_VB fix_VBP','',positive
'so_RB sick_JJ of_IN tell_VB about_IN','',positive
'coming_VBG in_IN ‘_\'\' very_RB near_IN ’_\'\' help_VB :_:','',positive
'-_: regardless_RB of_IN ,_, should_MD not_RB pull_VB out_IN of_IN stand_VBP by_IN in_IN','',neutral
'renounced_VBD before_IN becoming_VBG','',neutral
&_CC,'',negative
'timely_JJ in_IN :_: …_UH …_UH …_UH …_UH …_UH','',neutral
'great_JJ from_IN in_IN','',positive
'remember_VB on_IN','',negative
'yet_RB admits_VBZ is_VBZ not_RB privy_JJ','',positive
'here\'s_RB ..._: as_IN of_IN clearly_RB indicates_VBZ','',negative
'&_CC watch_VBP -_: thanks_UH in_IN','',positive
'is_VBZ progressive_JJ canadian_JJ in_IN','',positive
is_VBZ,'',negative
'in_IN up_RP since_IN other_JJ up_IN since_IN','',negative
'wait_UH thought_VBD were_VBD boycotting_VBG what_WP is_VBZ doing_VBG','',neutral
'glad_JJ &_CC \'_\'\' strongly_RB agree_VBP \'_\'\' should_MD have_VB more_RBR','',neutral
stop_VB,'',negative
'dumb_JJ meets_VBZ dumber_JJR','',positive
will_MD,'',negative
'for_IN obvious_JJ','',positive
'read_VB @janephilpott\'s_VBZ latest_JJ \"_\'\' \"_\'\'','',neutral
'on_IN ,_, and_CC','',negative
'turn_VBP into_IN send_VB humanitarian_JJ','',negative
'good_JJ go_VB','',positive
'>_: via_IN','',positive
'of_IN will_MD be_VB next_JJ of_IN','',positive
'of_IN on_IN regular_JJ with_IN in_IN','',positive
'shocked_JJ :_: declares_VBZ in_IN tell_VB of_IN','',negative
':_: …_UH …_UH','',neutral
..._:,'',negative
'conservative_JJ if_IN live_VBP in_IN','',neutral
'choose_VB ..._:','',negative
'right_RB now_RB on_IN saying_VBG \"_\'\' must_MD be_VB repealed_VBN \"_\'\' must_MD watch_VB','',negative
'is_VBZ what_WP call_VBP -_: pulling_VBG over_IN recruit_VB in_IN','',positive
'quick_RB ,_, bring_VB on_IN','',positive
'of_IN not_RB attending_VBG','',negative
'is_VBZ what_WP packed_JJ looks_VBZ like_IN came_VBD out_RP for_IN','',positive
'believe_VB in_IN meaningful_JJ','',positive
'looks_VBZ like_IN nom_UH will_MD b_VB full_JJ still_RB have_VB til_IN register_VB','',negative
'wish_VBP had_VBD from_IN','',positive
is_VBZ,'',positive
'well_UH ,_, written_VBD by_IN is_VBZ generating_VBG in_IN of_IN','',neutral
'new_JJ younger_JJR ,_, more_JJR and_CC aways_VBZ prepared_VBN','',positive
'remind_VBP of_IN oust_VB &_CC in_IN need_VBP &_CC not_RB','',positive
':_: there_EX are_VBP second_JJ ,_, during_IN expires_VBZ','',negative
'good_UH :_: holds_VBZ with_IN','',neutral
'researched_VBD \'_\'\' \'_\'\' on_IN :_: \"_\'\' rated_VBD on_IN of_IN \"_\'\'','',positive
'\"_\'\' is_VBZ always_RB possible_JJ \"_\'\' -_: on_IN ,_, help_VB create_VBP','',positive
'who\'s_WP paying_VBG \"_\'\' promote_VB \"_\'\' are_VBP complying_VBG with_IN spending_VBG','',neutral
'must_MD be_VB awful_JJ being_VBG only_RB on_IN in_IN who_WP is_VBZ \"_\'\' out_IN of_IN \"_\'\'','',negative
by_IN,'',positive
'excoriating_VBG ndp\'s_VBZ ,_, on_IN said_VBD \"_\'\' working_VBG in_IN \"_\'\' of_IN','',neutral
'will_MD vote_VB in_IN because_IN deserves_VBZ better_JJR','',positive
'looking_VBG for_IN on_IN what_WP happened_VBN in_IN here\'s_RB','',neutral
'fundamental_JJ in_IN ,_,','',negative
'need_VBP as_IN as_IN possible_JJ hear_VB about_IN now_RB —_: during_IN','',negative
'ran_VBD into_IN on_IN go_VB','',positive
'looks_VBZ like_IN is_VBZ winning_VBG on_IN with_IN','',positive
'“_\'\' :_: in_IN of_IN must_MD choose_VB between_IN or_CC','',negative
'in_IN is_VBZ','',neutral
'got_VBD ,_, got_VBD ,_, ready_JJ rock_VB also_RB ,_, @kenthehr\'s_VBZ are_VBP nicest_JJS','',positive
'trudeau’s_VBZ promise_VBP of_IN new_JJ in_IN ,_, :_:','',positive
'is_VBZ cool_JJ till_IN defeat_VBP and_CC repeal_VB dangerous_JJ','',neutral
'and_CC on_IN','',neutral
'seems_VBZ like_IN and_CC have_VB upside_RB down_RP','',negative
'find_VBP while_IN right_RB merely_RB want_VBP critical_JJ ,_, want_VBP shut_VB down_RP opposing_JJ','',positive
'as_IN third_JJ in_IN','',negative
'there\'s_EX ..._:','',positive
'calling_VBG in_IN heavy_JJ','',neutral
',_, at_IN in_IN','',negative
'would_MD have_VB repeat_VBP that_IN have_VB lead_VB into_IN','',negative
'has_VBZ broken_VBN about_IN ..._:','',positive
'on_IN @_IN &_CC discussing_VBG :_: bc_IN','',neutral
'has_VBZ always_RB been_VBN clear_JJ just_RB did_VBD not_RB report_VB ,_, do_VBP not_RB reach_VB','',negative
'federal_JJ for_IN presented_VBD','',positive
'is_VBZ just_RB ,_, or_CC do_VBP look_VBP different_JJ from_IN last_JJ','',positive
'good_JJ on_IN why_WRB strategic_JJ is_VBZ','',neutral
'[_UH 2_UH ]_UH ..._: also_RB do_VBP not_RB have_VB saves_VBZ','',negative
'rt_RT :_: where_WRB was_VBD for_IN','',negative
'thank_VB ..._: more_JJR please_UH ..._:','',positive
'relaxed_JJ and_CC havin_VBG fun_JJ :_:','',positive
'renounced_VBD before_IN becoming_VBG','',positive
'great_JJ less_JJR than_IN spoke_VBP so_RB far_RB supporting_VBG other_JJ','',negative
'hey_UH ,_, call_VB ,_, said_VBD ..._:','',positive
'if_IN is_VBZ settled_JJ in_IN than_IN why_WRB get_VBP upset_JJ with_IN of_IN','',negative
'now_RB speaking_VBG on_IN of_IN about_IN national_JJ','',neutral
'bet_VBP would_MD have_VB at_IN least_JJS used_VBD green_JJ','',neutral
'we\'re_VBP not_RB voting_VBG for_IN because_IN suck_VBP at_IN :_:','',negative
'hoping_VBG and_CC have_VBP called_VBN out_RP and_CC','',positive
'if_IN is_VBZ settled_JJ in_IN than_IN why_WRB get_VBP upset_JJ w/images_IN of_IN','',negative
'is_VBZ of_IN','',positive
'progressive_JJ continues_VBZ ,_, ,_,','',neutral
'is_VBZ sitting_VBG back_RB and_CC letting_VBG do_VBP dirty_JJ','',positive
'imagine_VBP are_VBP going_VBG look_VB like_IN for_IN once_RB is_VBZ legalised_VBN','',negative
'would_MD run_VB double_VB','',neutral
'had_VBD on_IN live_VB from_IN in_IN','',positive
'how-to-vote_WRB for_IN','',neutral
'how_WRB turn_VBP out_RP &_CC turn_VBP off_IN','',negative
'may_MD sets_VBZ on_IN disaffected_JJ red_JJ :_:','',negative
'is_VBZ best_JJS renewable_JJ like_IN develop_VB out_RP in_IN','',positive
'supports_VBZ conservative_JJ','',negative
'will_MD vote_VB in_IN because_IN needs_VBZ','',positive
'what_WP can_MD expect_VBP when_WRB comes_VBZ massive_JJ ,_, start_VB','',positive
'finally_RB :_:','',negative
'beautiful_JJ in_IN with_IN &_CC','',neutral
'real_JJ see_VB @_IN','',positive
'from_IN canadian_JJ living_VBG abroad_RB just_RB showed_VBD up_RP in_IN','',positive
'heard_VBD at_IN while_IN out_RP for_IN :_: \"_\'\' is_VBZ for_IN real_JJ in_IN \"_\'\'','',positive
'and_CC have_VB','',positive
'now_RB haunts_VBZ :_:','',negative
'cutest_JJS at_IN debating_VBG for_IN','',positive
':_: dumb_JJ dumb_JJ dumb_JJ dumb_JJ','',neutral
'why_WRB because_IN got_VBD','',neutral
'on_IN when_WRB w/_IN rt_RT','',positive
'need_VBP ask_VB','',neutral
'curious_JJ hear_VB evade_VB in_IN','',neutral
'as_IN soon_RB as_IN there_RB is_VBZ heads_VBZ','',neutral
'make_VBP worse_JJ are_VBP happier_JJR when_WRB are_VBP fair_JJ','',negative
'pumped_VBN open_VB in_IN &_CC come_VB join_VB','',neutral
'so_RB did_VBD have_VBP &_CC before_IN','',positive
'bad_JJ on_IN can_MD not_RB help_VB already_RB shaky_JJ conservative_JJ','',positive
is_VBZ,'',neutral
'chatted_VBD w/_IN ,_, &_CC are_VBP','',neutral
'stands_VBZ tall_JJ for_IN and_CC in_IN','',positive
'special_JJ from_IN read_VB full_JJ important_JJ','',neutral
'|_: says_VBZ does_VBZ not_RB belong_VBG in_IN :_:','',positive
of_IN,'',neutral
infects_VBZ,'',negative
'following_VBG from_IN','',neutral
'unacceptable_JJ :_: do_VBP not_RB answer_VB not_RB answer_VB \'_\'\'','',negative
'for_IN weak_JJ from_IN but_CC of_IN','',neutral
'perhaps_RB instead_RB of_IN just_RB focusing_VBG on_IN ,_, get_VB debate_VB &_CC below_IN','',neutral
'listening_VBG on_IN','',positive
'free_JJ :_: spend_VB more_RBR making_VBG compassionate_JJ ,_, less_JJR worrying_VBG about_IN','',positive
'soon_RB will_MD be_VB giving_VBG out_RP ,_, follow_VB by_IN','',positive
'as_IN said_VBD on_IN','',negative
'sought_VBD by_IN for_IN breaching_VBG known_VBD frequent_JJ','',neutral
'about_IN voting_VBG in_IN get_VB reliable_JJ here_RB :_:','',positive
'comparing_VBG on_IN','',positive
'liberal_JJ is_VBZ best_JJS for_IN','',positive
welcomes_VBZ,'',positive
'about_IN are_VBP serious_JJ &_CC rightly_RB so_RB thought_VBD inject_VB little_JJ on_IN of_IN','',neutral
'redefine_VBP trickle_VBN down_RP','',positive
'are_VBP registered_VBD vote_VB','',neutral
'exclusionary_JJ :_:','',positive
'\'_\'\' welcomes_VBZ and_CC packed_JJ @_IN','',positive
'is_VBZ ,_, will_MD vote_VB','',positive
'-_: \"_\'\' of_IN \"_\'\'','',negative
'narrows_VBZ ,_, as_IN','',negative
'\"_\'\' ,_, outdoorsy_JJ ..._: \"_\'\' guess_VBP has_VBZ not_RB met_VBD','',positive
'there\'s_EX can_MD not_RB do_VB as_IN strong_JJ ,_, ,_, and_CC free_JJ','',positive
'has_VBZ reduced_VBN on_IN lowest_JJS in_IN','',positive
'via_UH stand_VB \'_\'\' on_IN jolting_VBG dead-parrot_JJ back_RB','',neutral
'packed_JJ come_VB and_CC be_VB of_IN awesome_JJ','',positive
'need_VBP evidence-based_JJ ,_, not_RB based_VBN on_IN please_UH vote_VB during_IN','',negative
'happening_VBG now_RB','',positive
'progressive_JJ stand_VBP up_RP for_IN democratic_JJ in_IN ,_, respect_VB for_IN \"_\'\' \"_\'\'','',positive
'beautiful_JJ ,_, sunny_JJ in_IN with_IN &_CC','',positive
by_IN,'',positive
'so_RB awesome_JJ see_VB','',positive
'share_VB have_VBP until_IN name_VB for_IN federal_JJ ,_,','',neutral
'standing_VBG up_RP 4_IN','',positive
'essential_JJ ensure_VBP only_RB letting_VBG in_IN genuine_JJ \'_\'\' \'_\'\' ..._:','',negative
'has_VBZ been_VBN updated_VBN -_: see_VB latest_JJ','',neutral
'last_JJ -_: was_VBD happy_JJ discuss_VB in_IN can_MD do_VB better_JJR','',positive
'apparently_RB -_: is_VBZ also_RB big_JJ on_IN','',negative
'not_RB first_JJ use_VB for_IN','',positive
':_: and_CC -_: \"_\'\' first_JJ off_IN admit_VBP real_JJ \"_\'\'','',positive
for_IN,'',negative
'\"_\'\' will_MD not_RB shut_VB down_RP ...._: diversify_VB ..._: stop_VB .._: use_VB .._: \"_\'\'','',positive
'\"_\'\' are_VBP bad_JJ \"_\'\' says_VBZ w/_IN at_IN','',negative
'cancelled_VBN because_IN ,_, won’t_MD participate_VB','',negative
'hey_UH is_VBZ having_VBG at_IN |_:','',positive
'have_VBP increased_VBN by_IN','',positive
'expect_VB faster_JJR ,_, harder_JJR as_IN federal_JJ up_RP','',neutral
'only_RB of_IN young_JJ voted_VBD but_CC was_VBD far_RB better_JJR than_IN elsewhere_RB in_IN','',positive
'in_IN with_IN for_IN greeted_VBD by_IN exuberant_JJ','',positive
'says_VBZ ,_, \"_\'\' ,_, now_RB pull_VB up_RP \"_\'\'','',positive
'why_WRB ranked_VBD \'_\'\' most_JJS admired_VBD \'_\'\' in_IN','',positive
'keep_VBP coming_VBG not_RB attending_VBG \'_\'\' on_IN 18th_JJ from_IN','',negative
'hope_VBP see_VB','',positive
'unveil_VB for_IN ,_, against_IN','',negative
'less_JJR than_IN from_IN does_VBZ even_RB know_VB what_WP riding_VBG in_IN','',negative
'“_\'\' :_: wow_UH','',positive
'','',positive
'why_WRB does_VBZ need_VBP ,_, accessible_JJ here\'s_RB why_WRB :_:','',neutral
'with_IN voting-age_JJ or_CC of_IN voting_VBG see_VB also_RB','',positive
'for_IN with_IN possibly_RB grossest_JJS rt_RT in_IN of_IN','',positive
'progressive_JJ stand_VBP up_RP for_IN democratic_JJ in_IN ,_, respect_VB for_IN \"_\'\' \"_\'\'','',positive
'can_MD not_RB get_VB for_IN however_RB ,_, did_VBD find_VB','',negative
'ccoric\'s_VBZ meeting_VBG for_IN on_IN and_CC','',positive
'loves_VBZ reporting_VBG on_IN political_JJ bent_JJ how_WRB about_IN','',negative
'like_IN out_RP celebrate_VB \'_\'\' winning_VBG and_CC take_VB from_IN','',positive
'great_JJ be_VB with_IN &_CC at_IN','',positive
'\"_\'\' better_JJR is_VBZ always_RB possible_JJ \"_\'\'','',positive
':_: progressive_JJ on_IN of_IN','',neutral
'emerges_VBZ as_IN becomes_VBZ','',neutral
'hey_UH -_: en_IN','',positive
'will_MD not_RB hear_VB ever_RB say_VB ..._:','',positive
'remember_VB ..._: murdered_VBD by_IN for_IN wanting_VBG be_VB canadian_JJ ..._:','',negative
'thanks_UH sharing_VBG important_JJ','',positive
'joined_VBD in_IN w/_IN speak_VB w/_IN about_IN','',positive
'called_VBD off_RP after_IN pulls_VBZ out_RP','',negative
'together_RB hear_VB @justintrudeau\'s_VBZ in_IN','',neutral
'love_VBP seeing_VBG knocking_VBG in_IN','',positive
agree_VBP,'',positive
'ending_VBG at_IN ,_, praising_VBG and_CC','',neutral
'meet_VB ,_, who_WP has_VBZ remarkably_RB open_JJ','',positive
by_IN,'',positive
'of_IN doubling_VBG down_RP on_IN :_:','',positive
'suspends_VBZ deal_VB with_IN','',positive
'what\'ve_WRB got_VBD hide_VB ,_, or_CC do_VBP just_RB prefer_VBP talk_VB rooms_VB full_JJ of_IN old_JJ white_JJ','',negative
'great_JJ see_VB with_IN &_CC speaking_VBG','',positive
'back_RB on_IN in_IN \"_\'\' in_IN \"_\'\' more_JJR','',positive
'if_IN was_VBD big_JJ ,_, why_WRB hide_VB','',negative
'if_IN is_VBZ settled_JJ in_IN then_IN why_WRB get_VBP upset_JJ with_IN of_IN','',negative
near_IN,'',positive
'register_VB @_IN','',neutral
'of_IN hurtig\'s_VBZ arrogant_JJ is_VBZ on_IN','',negative
'get_VB ready_JJ are_VBP coming_VBG','',neutral
'borrow_VB buy_VB send_VB @justintrudeau\'s_VBZ are_VBP good_JJ','',positive
'honoured_VBN put_VB up_RP at_IN of_IN ,_, of_IN in_IN -_:','',neutral
'looks_VBZ like_IN do_VBP not_RB add_VB up_RP +_UH more_RBR in_IN','',positive
'if_IN is_VBZ settled_JJ in_IN than_IN why_WRB get_VBP upset_JJ with_IN of_IN','',negative
'-_: ,_,','',positive
'right_RB now_RB at_IN :_: of_IN how_WRB analyze_VB with_IN','',positive
'for_IN thinks_VBZ could_MD happen_VB :_:','',neutral
'may_MD want_VB rethink_VB of_IN free_JJ for_IN','',positive
'discovered_VBD rotting_VBG in_IN of_IN own_JJ making_VBG','',negative
'not_RB so_RB great_JJ in_IN with_IN','',negative
'has_VBZ come_VB for_IN and_CC','',negative
'texting_VBG 😃_EMO',😃,positive
'&_CC feel_VB free_JJ take_VB ,_, repost_VB &_CC share_VBP :_:','',positive
'of_IN has_VBZ been_VBN spontaneously_RB showing_VBG up_RP in_IN','',positive
'with_IN and_CC corporate_JJ more_JJR needed_VBD','',positive
'love_VBP are_VBP sporting_VBG','',positive
'if_IN only_RB had_VBD and_CC','',negative
'looks_VBZ like_IN has_VBZ gone_VBN red_JJ ,_, and_CC not_RB for_IN of_IN for_IN','',positive
'are_VBP at_IN bothers_VBZ &_CC and_CC only_RB ,_, ,_, can_MD lead_VB is_VBZ','',negative
'for_IN in_IN drew_VBD about_IN','',positive
'top_JJ conservative_JJ fails_VBZ so_RB far_JJ :_:','',neutral
'promises_VBZ annual_JJ help_VB','',positive
'chastises_VBZ for_IN extreme_JJ','',negative
'is_VBZ scary_JJ','',neutral
'may_MD not_RB be_VB of_IN','',negative
'watch_VB for_IN in_IN ,_, via_IN :_:','',neutral
':_: is_VBZ pulling_VBG out_RP stops_VBZ &_CC actually_RB kissed_VBD','',positive
'in_IN support_VB &_CC','',positive
on_IN,'',negative
',_, longer_RB ready_JJ','',neutral
'if_IN is_VBZ settled_JJ in_IN than_IN why_WRB get_VBP upset_JJ with_IN of_IN \'_\'\'','',negative
'can_MD park_VB right_RB beside_IN','',neutral
'oh_UH no_UH come_VB out_RP in_IN','',neutral
'did_VBD get_VBP new_JJ where_WRB is_VBZ','',positive
'of_IN says_VBZ \"_\'\' are_VBP that_IN will_MD help_VB of_IN \"_\'\' of_IN','',positive
'yes_UH lets_VBP discuss_VB vs_IN during_IN','',positive
'unidentified_JJ in_IN and_CC waiting_VBG for_IN at_IN','',negative
'progressive_JJ canadian_JJ calls_VBZ on_IN of_IN intervene_VB in_IN','',neutral
'join_VBG ,_, &_CC for_IN \"_\'\' ,_, &_CC \"_\'\' in_IN :_:','',neutral
'like_IN and_CC have_VB in_IN','',negative
'young_JJ will_MD not_RB fail_VB vote_VB in_IN knows_VBZ','',positive
'help_VB new_JJ find_VBP in_IN :_:','',positive
'well_UH said_VBD register_VB vote_VB help_VB register_VBP &_CC get_VBP','',positive
'discovered_VBN ago_RB ,_, @parmgill\'s_VBZ is_VBZ revealing_VBG still_RB','',neutral
'hidden_JJ from_IN','',negative
'huh_UH ,_, wonder_VBP how_WRB many_JJ takes_VBZ screw_VB in_IN .._:','',neutral
'conservative_JJ of_IN','',negative
'must_MD read_VB ,_, \'_\'\' arrogant_JJ \'_\'\' by_IN','',positive
'if_IN what_WP done_VBN so_RB far_RB for_IN is_VBZ best_JJS can_MD do_VB ,_, best_JJS will_MD not_RB do_VB','',negative
'canvassed_VBD for_IN and_CC now_RB off_RP','',neutral
'just_RB did_VBD via_IN intrigued_VBD why_WRB \'_\'\' somewhat_RB agrees_VBZ \'_\'\' should_MD have_VB more_RBR','',negative
'are_VBP changing_VBG in_IN and_CC -_: vote_VB for_IN make_VB','',positive
'makes_VBZ rare_JJ','',positive
'is_VBZ why_WRB has_VBZ not_RB made_VBD for_IN blame_VB','',negative
for_IN,'',positive
'sound_JJ for_IN at_IN','',neutral
