@relation training_data

@attribute text string
@attribute emojis string
@attribute emotion {positive,neutral,negative}

@data
'meet the harper team #cdnpoli #elxn42 #cpc #cpcjesus #harperman #pmharper','',positive
'met hon . after hearing announce faster professional certification 4 new canadians ! #elxn42','',positive
'brilliant cat , that . #elxn42','',neutral
'everyone is hyped for in #abbotsford ! #rallyinthevalley ! #mmfc #elxn42','',positive
'here\'s tom trying to convince canadians that socialism is not socialism ... #elxn42 #polqc','',positive
'c’mon , wake up rest of canada and come play on #elxn42 ( nobody west of ontario ) .','',positive
'we\'re talking #healthcare , and j could not be happier . proud of and the #ndp . #vote4care #elxn42','',positive
'trudeau & mulcair using tragidy of a dead child as a political tool : #cdnpoli #elxn42 #tcot','',negative
'. makes another pointless promise & #novak new nothing #duffygate #elxn42','',negative
'support organizations like that call for evidence informed policies on drugs . #elxn42 #cdnpoli','',positive
'these many yrs of fed\'l hsg ministers that did not launch a nat\'l hsg program . #elxn42 #housing4all15','',neutral
'senior conservatives buy into \" fact \" pulled from nether region by serial fantasist . #cdnpoli #elxn42','',positive
'local dark horse gets in on the #elxn42 game , if only the voting process was as easy as buying a coffee #cdnpoli','',negative
'why would you say something so derogatory ? #cdnpoli #teamiqra #teamtrudeau #elxn2015 #mississauga','',neutral
'#elxn42 #cdnpoli yukoners \' are lucky to have the baddest of badass mps representing them go get em ryan !','',positive
'hey , i thought you were not going to pander to the politics of fear and divisiveness ? #elxn42','',neutral
'just a #teenytinyrecession ! ! #cdnpoli #elxn42 #harpersrecession','',negative
'#elxn42 #elxn2015 how learned to dodge questions #cdnpoli','',negative
'ray novak may have been #fifed but was #clarked by #elxn42 #cdnpoli','',neutral
'. re #c51 - we need to stop the creep ( of degradation of civil liberties ) #yyccentre #elxn42','',neutral
'rona ambrose and laureen harper speak at a gathering this morning in stony plain , alta . #elxn42','',positive
'ready for the roundtable discussion today in #richmondbc . #cdnpoli #elxn42','',positive
'got the coolest button today , thanks ! only 42 days left ! #elxn42','',positive
'look at the trash talking in 2004 . not an honorable bone in his body in 2015 though . #duffygate #elxn42','',positive
'do not understand why #lpc keeps using this cheesy imagery . how do boxing & prime-ministership correspond ? #elxn42','',negative
'election most important for sask . economy \' in a generation \' : expert #spnews #news #elxn42','',negative
'great crowds #elxn42 #polqc not sure where it is ..','',neutral
'. column : harper\'s refugee crisis response is hampering his campaign #elxn42','',positive
'canadian politics is so much fun . #gostuffyourself #elxn2015','',positive
'why am i part of #generationtrudeau ? bc cares about #realchange for students across canada ! #elxn42','',positive
'liberals offering retirement security for seniors #teamdamoff #burlon #oakville #elxn42','',positive
'transfers make great incentives #elxn42 #polqc','',positive
'recycle bin is too good for this trash . straight to the garbage can , . #elxn42 #yxe','',positive
'this wee guy did not pee on my porch . afaik . #peegate #cdnpoli #elxn42','',negative
'canada\'s harsh \' austerity \' policies started with paul martin & the liberals : #cdnpoli #elxn42','',neutral
'i\'m walking across #canada raising awareness for #palliativecare #seniorcare . need it on #elxn42 agenda','',positive
'nurses vote ! #elxn42 #rnao platform . yes to #sdoh #affordablehousing','',positive
'another ... cdn media guild : how to champion public broadcasting during the election | #elxn42','',positive
'ndp\'s up now , talking about lack of affordable housing and poverty . #yxe #yxewest #elxn42','',positive
'my folks have their sign up for #winnipeg south centre ! #elxn42','',positive
'saw this walking about today . tories be feeling the love in #yyt ! #stopharper #elxn42 #cdnpoli #nlpoli','',neutral
'here\'s last week\'s #elxn42 hatley report ! sign up on our website to receive it earlier . #polqc','',positive
'today\'s editorial : at #elxn42 midpoint , we\'re on track toward a minority gov\'t','',positive
'harper and accountability then and now #cdnpoli #elxn42','',neutral
'just arrived for a night of fun & conversation with constituents ? ? ? ? ? ? #cloverdale #langley #elxn42','',positive
'#iwillvote2015 bcuz if harper had his way he would cancel labour day ! #elxn42 #cdnpoli #labourday','',neutral
'um , this is scary . #cdnpoli #elxn42','',negative
'#ndp poach cpc talking points . i call \' copyright infringement \' . at least try to be original . #elxn42 #cdnpoli #lpc','',neutral
'the new conservative morality . #cdnpoli #elxn42','',neutral
'mylene freeman supports via #cdnpoli #elxn42 #savevia','',positive
'con candidates can not attend all candidates debates , talk to media ! democracy ? #cdnpoli #elxn42','',positive
'in between calls , sign blitz , canvassing , team is out in massive force today ! #misspoli #elxn42','',positive
'you can use to see changing policy positions on still relevant issues . #elxn42','',neutral
'bruce springsteen with ! the coolest mp #cash4to #elxn42 #davenportndp','',positive
'gets thumbs down at #green booth in #hamont . #cdnpoli #elxn2015','',negative
'the only choice for a stronger economy and a safer canada #abbotsford #mmfc #elxn42','',positive
'“ : scientist put on leave over harperman song #elxn42 #cdnpoli \' kettle \' all protest !','',negative
'pay attention to who\'s engaging w #indigenous ntns between elxns b/c that shows true willingness . see attach : #elxn42','',positive
'huge fan girl moment as i chatted w/ former prime minister , paul martin 2day . #elxn42 #lpc #generationtrudeau #oyl','',positive
'calls loan sharks , friends . #ndpfail #ready4change #elxn42','',neutral
'ouch ! painful to see #communityhealthcentre as backdrop for . #elxn42','',negative
'conservative party of canada , the place for men with convictions . #cdnpoli #elxn42','',negative
'a great night to meet the residents in deer run ! #realchange #elxn42 #yycmidnapore','',positive
'message to earthlings . rainbow followed . ends at #elxn2015 sign in #hamont , #canada . green is the new gold . #cdnpoli','',neutral
'angry #toronto resident reminded local candidate to ask first before putting sign up #greenparty #cdnpoli #elxn42','',negative
'waiting for #tommulcair at #ndp rally in #brantford #elxn42 #cdnpoli','',neutral
'. know what gets me angry ? no talk of #healthcare , primarily #palliativecare in #elxn42 help me fix that !','',positive
'canvassedwaterloo area yesterday . people so sick of the cons . my job to tell them about #elxn2015','',positive
'plans coming in ‘ very near future ’ to help #syrianrefugees : stephen harper #elxn42 #elxn2015','',positive
'#veterans - regardless of pension issues , we should not pull out of syria . stand by our troops in the #elxn42','',neutral
'michelle jean renounced her french citizenship before becoming gov-gen #justsayin #cdnpoli #polqc #fed2015 #elxn42','',neutral
'harper tax cuts & credits #elxn42 #polqc','',negative
'timely art exhibition in ottawa this october : … … … … … #duffy #duffytrial #goodtogo #elxn42','',neutral
'great group shot from yesterday\'s in #yyc ! #ndpinyyc #elxn42 #tm4pm #westonndp #ndp','',positive
'remember this ? #cdnpoli #polqc #fed2015 #elxn42 #lpc on isis','',negative
'neb monitors media yet admits the board is not privy to this information . #cdnpoli #elxn42','',positive
'here\'s a clue ... #elxn42 as the #ndp record of failure clearly indicates','',negative
'my mom & campaign volunteers watch my cbc skype interview fm the campaign office - thanks #family &friends in #elxn42','',positive
'rev is the progressive canadian candidate in #newmarket #ontario . #elxn42','',positive
'october 19 is accountability day . #cdnpoli #elxn42','',negative
'welfare rates comparison in bc . one up 122\% since 2007 . the other up 0\% since 2007 . #bcpoli #cdnpoli #elxn42','',negative
'wait ! i thought we were boycotting tims ! ! ! ! ! ! ! ! ! ! ! what is stephen harper doing ? ? ? ? #elxn42 #cdnpoli','',neutral
'glad #lpc & #gpc \' strongly agree \' #indigenous ntns should have more ctrl #elxn42 #ndpsomewhatagrees #votingcompass','',neutral
'stop mulcair ! #cdnpoli #elxn42','',negative
'dumb meets dumber #cdnpoli #elxn42','',positive
'will this sign influence two elections this fall ? #wevotecbc #elxn42 #canpoli #cdnpoli #radio','',negative
'my favourite sign location this week for obvious reasons #results4durham #elxn42','',positive
'#markham #stouffville read @janephilpott\'s latest blog \" a letter to my patients \" #elxn42 #lpc','',neutral
'pm harper on justin , tom and isis #elxn42 #polqc','',negative
'bombing campaigns turn innocents into refugees . canadians send humanitarian message to . #cdnpoli #elxn42','',negative
'good to go #elxn42in3words','',positive
'defence platforms > #elxn42 via','',positive
'pre-debate photo op . one of these men will be the next prime minister of canada #elxn42','',positive
'some of the youth on our regular tuesday with rob in #dvw #samarachat #elxn42','',positive
'flaherty shocked oct13 : harper declares in hoc wright did not tell novak of his cheque to #duffy . #elxn42 #cdnpoli','',negative
'election art show . : … … #cdnpoli #elxn42 #elxn2015 #recession #economy #ottawa #harperman','',neutral
'justin et al ... #cdnpoli #polqc #fed2015 #elxn42','',negative
'vote conservative patrick brown today if you live in #simcoenorth ! ! #onpoli #elxn2015','',neutral
'choose ... #elxn42 #polqc','',negative
'. right now on saying \" bill c-51 must be repealed . \" a must watch ! #cdnpoli #elxn42 #gpc','',negative
'this is what you call #realchange - pulling over to recruit volunteers in #vaughan . #lpc #elxn42','',positive
'quick , bring on a diversion . #cdnpoli #elxn42','',positive
'all of these #cpc candidates not attending #bramdebate . #shameful #followingorders #cdnpoli #elxn42','',negative
'this is what a packed room looks like . #winnipeg came out for #elxn42 #tm4pm','',positive
'conservatives believe in meaningful symbols . #cdnpoli #elxn42','',positive
'looks like #ottawavanier #ndp nom . meeting will b full house . u still have til 7 👨 0pm est to register ! #elxn42 #tm4pm','',negative
'emojis you wish you had from #elxn42 #cdnpoli','',positive
'october 19 is accountability day . #cdnpoli #elxn42','',positive
'well , this tweet ( story written by ) is generating some buzz in parts of the country #elxn42','',neutral
'harper\'s new pmo staff younger , more energy and aways prepared #cdnpoli #elxn2015','',positive
'remind you of anyone ? oust & #cpc in #elxn42 . we need ideas & vision not fear-mongering . #cdnpoli','',positive
'disclaimer : there are no second class citizens , during an election campaign . offer expires 10/19/15 #cdnpoli #elxn42','',negative
'good . : justin trudeau holds joint news conference with montreal mayor denis coderre . #elxn42 #lpc #cdnpoli','',neutral
'researched \' ruby \' on the interweb : \" rated 9/10 on mohns scale of hardness . \" #cdnpoli #elxn42 #chickenparm','',positive
'\" better is always possible . \" - justin trudeau . on oct 19 , help us create a better canada ! #elxn42','',positive
'who\'s paying to \" promote \" this editorial ? are they complying with #elxn42 spending rules ? #cdnpoli','',neutral
'must be awful being the only on in the office who is \" out of the loop \" #cdnpoli #duffytrial #elxn2015 #elxn42','',negative
'today\'s editorial cartoon by #cdnpoli #elxn42 #elxn2015','',positive
'1 . excoriating ndp\'s spending , on sun . said she\'s \" working in ottawa . \" no talk of cpc boss . #elxn42','',neutral
'jerry dias will vote in 2015 because canada deserves better ! #iwillvote2015 #bcrc15 #elxn42 #cdnpoli','',positive
'looking for a primer on what happened in #elxn42 this week ? here\'s our hatley report #cdnpoli','',neutral
'the fundamental flaws in the canadian health care system , dr. david naylor #cmagc #elxn42','',negative
'we need as many people as possible to hear about #leapmanifesto now — during #elxn42 season','',negative
'ran into on the campaign trail . go ! #elxn42 #ottcity #lpc','',positive
'it looks like team is winning the battle on the ground with the #lawnsigns #elxn42 #teamtrudeau #cdnpoli','',positive
'“ : in life of #politician one must choose between #truth or consequence #harperknew #elxn42 #ethics','',negative
'guelph ! your candidate in #elxn42 is tristan deen ! #votecommunist #cdnpoli','',neutral
'got my buttons , got my sign , i\'m ready to rock ! also , @kenthehr\'s volunteers are the nicest ! #elxn42','',positive
'veterans cheer trudeau’s promise of new day in pensions , benefits : #cdnpoli #elxn42 #lpc','',positive
'this is cool . 51 days days till we defeat stephen harper and repeal the dangerous #c51 ! #unirose #spafy #elxn42','',neutral
'and justin on putin #cdnpoli #polqc #elxn42 #fed2015','',neutral
'seems like and the have things upside down . #cdnpoli #elxn42 #kings -hants #nspoli','',negative
'i find that while the right merely want critical debate , the left want to shut down opposing views . #cdnpoli #elxn42','',positive
'canadian media guild registers as a third party in #elxn42','',negative
'there\'s a difference ... #elxn42 #polqc','',positive
'calling in the #lpc heavy hitter . #elxn42 #cdnpoli','',neutral
'canada , at this time in history #elxn42 #polqc','',negative
'harper would have us repeat the mistakes that have lead us into two recessions . #cdnpoli #elxn42','',negative
'has broken his silence about ruby/ruby confusion ... #lpc #cpc #cdnpoli #elxn42','',positive
'i\'m on the agenda sept 9 @ 8 & 11pm discussing election : wynne v harper bc ont\'s 121 seats #cdnpoli #elxn42 #onpoli','',neutral
'mulcair\'s deception #elxn42 #polqc record has always been clear . media just did not report it , schools do not reach it','',negative
'the federal candidates for spadina-fort york presented their ideas tonight to the . #elxn42','',positive
'is it just me , or do the party leaders look a lot different from last time ? #globedebate #elxn42 #cdnpoli','',positive
'good article on why strategic voting is a sell-out #canpoli #elxn42','',neutral
'[ 2 ] ... also i do not have a #family income splitting saves me #nothing #student #elxn42 #undecided #vote','',negative
'#cdnpoli #elxn42 rt : where was the outrage for this event ?','',negative
'thank you ... 4 more years please ! #cdnpoli #elxn42 merci ... 4 ans de plus svp ! #polqc #fed2015 #pcc #cpc','',positive
'relaxed and havin fun : ) #elxn42 #polqc','',positive
'michelle jean renounced her french citizenship before becoming gov-gen #justsayin #cdnpoli #polqc #fed2015 #elxn42','',positive
'great night . less than 5\% we spoke to so far tonight supporting other parties . #yegfed #elxn42','',negative
'hey stephen , call an election , they said ... #cdnpoli #elxn42','',positive
'if abortion is a settled issue in #canada than why people get upset with images of abortion ? #elxn42 #cpc #pmsh #cbc','',negative
'. now speaking on behalf of the about national food policy #elxn42 #yqr','',neutral
'i bet he would have at least used a green screen . #elxn42 #nothalifax','',neutral
'people we\'re not voting for because they suck at their job : #elxn42 #unirose','',negative
'hoping the media and voters have called out #harperman and his sudden riches . #elxn42','',positive
'if abortion is a settled issue in #canada than why people get upset w/images of abortion ? #elxn42 #gpc #votegreen','',negative
'troll activism is my favourite form of activism . #victimsofharperism #cdnpoli #elxn2015','',positive
'the progressive canadian party continues pc , tory , legacy . #elxn42','',neutral
'harper is sitting back and letting the opposition supporters do his dirty work . #elxn2015','',positive
'i imagine things are going to look like this for a couple days once marijuana is legalised #yyc #yeg #absmoke #elxn42','',negative
'trudeau would run deficits to double infrastructure spending #elxn42','',neutral
'had a blast on yesterday\'s live periscope broadcast from in #langley #elxn42','',positive
'how-to-vote guide for #canada students . #elxn42','',neutral
'how harper\'s polarizing tactics turn out his supporters & turn off the undecideds #elxn42','',negative
'may sets her sights on disaffected red tories : #cdnpoli #elxn42 #gpc #cpc','',negative
'this is heaven\'s best renewable energy source ! i\'d like #canada to develop alternatives . #vote out #cpc in #elxn42','',positive
'harper supports conservative candidates #elxn42','',negative
'we will vote in 2015 because canada needs the cbc ! #iwillvote2015 #elxn42 #cdnpoli #cbckids #cbc','',positive
'what can you expect when a party leader comes to town ? a massive canada flag , to start #elxn42','',positive
'finally a nationalleader w/theballs2call #mmiw whatitis : #racism #tommulcair #cdnpoli #elxn42','',negative
'beautiful morning in #ldnont ldnon north centre canvassing with & team ! #canpoli #elxn42','',neutral
'a real pleasure to see today @ #robsoncommunityfair #ndp #vancentre #ready4change #elxn42','',positive
'this email from a canadian voter living abroad just showed up in the inbox . #elxn42','',positive
'heard at the door while out canvassing for : \" it is the time for real change in ottawa \" #elxn42 #cdnpoli','',positive
'senthi and the ndp have my vote . #markhamthornhill #ndp #tm4pm #cndpoli #elxn42 #elxn2015','',positive
'fear factor now haunts conservatives : hébert #cdnpoli #elxn42','',negative
'cutest attendee at #platformevent baby grace debating hc for her future #elxn2015 # #stand4medicare #vote4care','',positive
'mt “ : #elxn42 mp roxanne james dumb dumb dumb dumb . #beethovensfifth','',neutral
'why vote #cpc ? #cdnpoli #polqc #elxn42 because they\'ve got your back .','',neutral
'that moment on #elxn42 campaign trail when photo bombs your pic w/ rt hon paul martin ! #lpc #cdnpoli','',positive
'#cdnpoli #elxn42 #ready4change 10 questions ndp voters need to ask themselves .','',neutral
'curious to hear evade responsibility in #pei harper #senca #duffy scandal . #elxn42 #cdnpoli','',neutral
'as soon as there is trouble harper heads to the arctic . to his fav hideout . #canada #cdnpoli #elxn42','',neutral
'#neocon policies make #canada a worse place . ppl are happier when things are fair . #elxn42','',negative
'pumped to open our offices in #portperry & #bowmanville today . come join us ! #results4durham #elxn42','',neutral
'so did they have an open bar & hors d\'oeuvres before the republican debate yesterday ? #elxn42 #canadiansdoitbetter','',positive
'another bad week on campaign trail can not help already shaky conservative prospects . #cdnpoli #elxn42 #cpc #ndp #lpc','',positive
'october 19 is accountability day . #cdnpoli #elxn42','',neutral
'csa ext chatted w/ ont premier , guelph mp & guelph mp candidate . #itsnosecret student issues are #elxn42 issues !','',neutral
'max stands tall for and #realchange in #canada ! #elxn2015 #elxn42 #lpc2015','',positive
'a special message from minister #cdnpoli #elxn2015 #elxn42 read full text important','',neutral
'the strategic vote | says it does not belong in this election : #elxn42','',positive
'party of one #elxn42in3words','',neutral
'climate-scam infects the country #elxn42 #polqc','',negative
'harper\'s candidates following instructions from the top-','',neutral
'unacceptable : cpc candidates do not answer media questions . harper wo not answer cdns \' qs ! democracy ? #cdnpoli #elxn42','',negative
'support for cons weak from all but their hardcore base . torstar combination of polls . #cdnpoli #elxn42','',neutral
'perhaps instead of just focusing on c51 , get mulcair to debate indig issues/rights & ans below #elxn42','',neutral
'listening to crush it on cbc radio . #elxn2015 #elxn42 #firstnations #cdnpoli','',positive
'free advice : spend more time making your message compassionate , less worrying about the backdrop #elxn42','',positive
'soon harper will be giving out #bluesweatertaxcredit , follow by #holdakittenphotooptaxcredit #harper #elxn42','',positive
'as you said on at issue tonight . #elxn42','',negative
'repeat offender sought by #opp for breaching parole . known to frequent #barrie area .','',neutral
'questions about voting in #elxn42 ? get reliable answers here : #cdnpoli','',positive
'comparing the liberal vs conservative record on infrastructure investment #elxn42 #cdnpoli','',positive
'the liberal plan is the best plan for the middle class . #cdnpoli #elxn42 #canadavotes','',positive
'welcomes guests 2 #hamcentre #elxn42','',positive
'tweets about are serious & rightly so . thought i\'d inject a little humor on the 1st of september ! #elxn42','',neutral
'harper conservatives redefine trickle down theory . #cdnpoli #elxn42','',positive
'are you registered to vote ? #vote2015 #elxn42','',neutral
'canada’s exclusionary policies harm #refugees : #cdnpoli #cdnimm #canpoli #elxn42 #refugee','',positive
'. \' welcomes and paul martin to a packed house @ uoft . #elxn42 #lpc #oyl','',positive
'it is 34 days , 17 hours to #elxn42 i will vote to #defendcbc #lovecbc #heritage #tradition #patriotism','',positive
'#cdnpoli #elxn42 #harpersupporter - \" you\'re a lying piece of shit \"','',negative
'race narrows , as #ndp support dips . #cdnpoli #elxn42 #elxn2015 #cpc #lpc','',negative
'\" they\'re an athletic , outdoorsy people ... \" i guess #mattdamon has not met #cdnpoli #elxn42','',positive
'there\'s nothing we can not do as a nation strong , united , and free . #elxn42 #realchange #cndpoli #niagara','',positive
'#cpc has reduced taxes on canadian\'s to the lowest level in 50 years #elxn42 #cdnpoli #canpoli','',positive
'via . ? stand clear ! parkins \' toon on lynton crosby jolting harper\'s dead-parrot #elxn42 campaign back to life','',neutral
'packed house tonight ! come and be part of jeremy\'s awesome team ! #cdnpoli #elxn42 #tm4pm','',positive
'we need evidence-based policies , not ones based on ideology . please vote during #elxn42 #factsnotfraud #cdnpoli','',negative
'happening now #lifewithndp alberta #cdnpoli #polqc #elxn42','',positive
'progressive canadians stand up for democratic rights in #canada , respect for parliament . \" integrity matters . \" #elxn42','',positive
'beautiful , sunny morning in #ldnont north centre canvassing with & team ! #canpoli #elxn42','',positive
'today\'s editorial cartoon by #elxn42 #elxn2015 #cdnpoli','',positive
'so awesome to see #realchange #elxn42 #cdnpoli #matt4confed','',positive
'? ? ? ? share #cdnpoli ? all parties have until sept . 28 to name their candidates for federal #elxn42 ? oct . 19 , 2015 ?','',neutral
'solidarity standing up 4 st. catharines #uniforwomen #goodjobsforall #tm4pm #elxn42 #timeforchange','',positive
'essential we ensure we\'re only letting in genuine \' refugees \' ... #elxn42 #polqc','',negative
'the poll tracker has been updated - see the latest numbers #elxn42 #elxn2015','',neutral
'#tbt to last night - was happy to discuss the issues in #richmond . we can do better ! #elxn42','',positive
'apparently #missisauga - #lakeshore ndp candidate is also big on coat hangers . #cdnpoli #elxn42','',negative
'stephen harper not the first government leader to use children for photo ops . #cdnpoli #elxn42','',positive
're : and #climatechange - \" first off we admit that it\'s real . \" #cdnpoli #elxn42 #yyccentre','',positive
'max for prime minister . #elxn42','',negative
'green party \" we wo not shut down the oilsands .... diversify economy ... stop coal .. use solar .. \" #elxn42 #yyccentre','',positive
'\" tory times are bad times \" says #jeanchretien w/ at the #hamont rally #cdnpoli #elxn42','',negative
'1/2 women’s issues debate cancelled because harper , mulcair won’t participate #elxn42','',negative
'hey #hamilton ! is having her campaign office opening tomorrow at 5 👨 0pm | #elxn42','',positive
'transfer payments have increased by $3 billion 2015-16 #cdnpoli #elxn42','',positive
'expect faster pace , harder edge as federal #elxn42 amps up .','',neutral
'only 52\% of young quebecers voted but that was a far better 2011 turnout than elsewhere in canada . #cdnpoli #elxn42','',positive
'in #yxe with candidate for saskatoon west greeted by exuberant crowd #elxn42 #vote2015','',positive
'harpercon bal gosal says , \" i\'m onboard , now pull up the ladder . \" #cdnpoli #elxn42','',positive
'change ? why ? #cpc canada ranked \' most admired \' country in the world #elxn42 #polqc','',positive
'excuses keep coming 4 not attending \' #bramdebate on 18th from . #cdnpoli #elxn42 #chickenparm','',negative
'hope to see you sept . 8 #homelessmemorial #topoli #elxn42 #votehousing4all','',positive
'. to unveil policy for shelters , end violence against women #spnews #elxn42 #yxe','',negative
'less than a block from andrew thomson\'s campaign office . does he even know what riding he\'s in ? #eglaw #elxn42','',negative
'“ : wow crowd 4 . winnipeg #elxn42 #ndp #tm4pm #cdnpoli #mbpoli #heavesteve . . ? ?','',positive
'justin #elxn42 #polqc','',positive
'why does canada need public , accessible #childcare ? here\'s why : #cdnpoli #elxn42 #tm4pm','',neutral
'share with voting-age students or parents of voting age students ( see also #elxn42 )','',positive
'. ndp for lakeshore with possibly the grossest rt in all of #elxn42','',positive
'progressive canadians stand up for democratic rights in #canada , respect for parliament . \" integrity matters . \" #elxn42','',positive
'i can not get a unicorn for the harpercon campaign . however , i did find a newt . #cdnpoli #elxn42','',negative
'ccoric\'s candidates meeting for #kitchenercentreriding on #refugee and #immigration . #elxn42 #cdnpoli #cdnimm','',positive
'the media party loves reporting on #mrsuniverse\'s political bent . how about this pro athlete\'s ? #cdnpoli #elxn42','',negative
'nothing like a night out to celebrate the #bluejays \' winning streak and to take a break from #elxn42 ! #lpc','',positive
'great to be with & at the #winnipeg south campaign office . #cdnpoli #elxn42 #cpc','',positive
